Chromosome,Chr_Position,,
Ca21chrR_C_albicans_SC5314,114029,1566,
Ca21chrR_C_albicans_SC5314,115595,1,
Ca21chrR_C_albicans_SC5314,115596,31,
Ca21chrR_C_albicans_SC5314,115627,276,
Ca21chrR_C_albicans_SC5314,115903,710,
Ca21chrR_C_albicans_SC5314,116613,1532,
Ca21chrR_C_albicans_SC5314,118145,194,
Ca21chrR_C_albicans_SC5314,118339,119,
Ca21chrR_C_albicans_SC5314,118458,3,
Ca21chrR_C_albicans_SC5314,118461,66,
Ca21chrR_C_albicans_SC5314,118527,66,
Ca21chrR_C_albicans_SC5314,118593,1685,
Ca21chrR_C_albicans_SC5314,120278,156,
Ca21chrR_C_albicans_SC5314,120434,383,
Ca21chrR_C_albicans_SC5314,120817,2,
Ca21chrR_C_albicans_SC5314,120819,137,
Ca21chrR_C_albicans_SC5314,120956,189,
Ca21chrR_C_albicans_SC5314,121145,180,
Ca21chrR_C_albicans_SC5314,121325,189,
Ca21chrR_C_albicans_SC5314,121514,33,
Ca21chrR_C_albicans_SC5314,121547,113,
Ca21chrR_C_albicans_SC5314,121660,11,
Ca21chrR_C_albicans_SC5314,121671,41,
Ca21chrR_C_albicans_SC5314,121712,108,
Ca21chrR_C_albicans_SC5314,121820,3,
Ca21chrR_C_albicans_SC5314,121823,131,
Ca21chrR_C_albicans_SC5314,121954,95,
Ca21chrR_C_albicans_SC5314,122049,430,
Ca21chrR_C_albicans_SC5314,122479,18,
Ca21chrR_C_albicans_SC5314,122497,72,
Ca21chrR_C_albicans_SC5314,122569,570,
Ca21chrR_C_albicans_SC5314,123139,84,
Ca21chrR_C_albicans_SC5314,123223,114,
Ca21chrR_C_albicans_SC5314,123337,387,
Ca21chrR_C_albicans_SC5314,123724,204,
Ca21chrR_C_albicans_SC5314,123928,342,
Ca21chrR_C_albicans_SC5314,124270,240,
Ca21chrR_C_albicans_SC5314,124510,23,
Ca21chrR_C_albicans_SC5314,124533,418,
Ca21chrR_C_albicans_SC5314,124951,129,
Ca21chrR_C_albicans_SC5314,125080,1125,
Ca21chrR_C_albicans_SC5314,126205,373,
Ca21chrR_C_albicans_SC5314,126578,251,
Ca21chrR_C_albicans_SC5314,126829,343,
Ca21chrR_C_albicans_SC5314,127172,130,
Ca21chrR_C_albicans_SC5314,127302,385,
Ca21chrR_C_albicans_SC5314,127687,449,
Ca21chrR_C_albicans_SC5314,128136,39,
Ca21chrR_C_albicans_SC5314,128175,220,
Ca21chrR_C_albicans_SC5314,128395,232,
Ca21chrR_C_albicans_SC5314,128627,308,
Ca21chrR_C_albicans_SC5314,128935,41,
Ca21chrR_C_albicans_SC5314,128976,7,
Ca21chrR_C_albicans_SC5314,128983,519,
Ca21chrR_C_albicans_SC5314,129502,365,
Ca21chrR_C_albicans_SC5314,129867,2823,
Ca21chrR_C_albicans_SC5314,132690,1404,
Ca21chrR_C_albicans_SC5314,134094,132,
Ca21chrR_C_albicans_SC5314,134226,148,
Ca21chrR_C_albicans_SC5314,134374,17,
Ca21chrR_C_albicans_SC5314,134391,420,
Ca21chrR_C_albicans_SC5314,134811,57,
Ca21chrR_C_albicans_SC5314,134868,219,
Ca21chrR_C_albicans_SC5314,135087,42,
Ca21chrR_C_albicans_SC5314,135129,201,
Ca21chrR_C_albicans_SC5314,135330,87,
Ca21chrR_C_albicans_SC5314,135417,12,
Ca21chrR_C_albicans_SC5314,135429,75,
Ca21chrR_C_albicans_SC5314,135504,21,
Ca21chrR_C_albicans_SC5314,135525,269,
Ca21chrR_C_albicans_SC5314,135794,24,
Ca21chrR_C_albicans_SC5314,135818,3,
Ca21chrR_C_albicans_SC5314,135821,204,
Ca21chrR_C_albicans_SC5314,136025,308,
Ca21chrR_C_albicans_SC5314,136333,3,
Ca21chrR_C_albicans_SC5314,136336,102,
Ca21chrR_C_albicans_SC5314,136438,117,
Ca21chrR_C_albicans_SC5314,136555,1075,
Ca21chrR_C_albicans_SC5314,137630,246,
Ca21chrR_C_albicans_SC5314,137876,3,
Ca21chrR_C_albicans_SC5314,137879,117,
Ca21chrR_C_albicans_SC5314,137996,351,
Ca21chrR_C_albicans_SC5314,138347,207,
Ca21chrR_C_albicans_SC5314,138554,345,
Ca21chrR_C_albicans_SC5314,138899,18,
Ca21chrR_C_albicans_SC5314,138917,54,
Ca21chrR_C_albicans_SC5314,138971,18,
Ca21chrR_C_albicans_SC5314,138989,72,
Ca21chrR_C_albicans_SC5314,139061,3,
Ca21chrR_C_albicans_SC5314,139064,174,
Ca21chrR_C_albicans_SC5314,139238,159,
Ca21chrR_C_albicans_SC5314,139397,39,
Ca21chrR_C_albicans_SC5314,139436,186,
Ca21chrR_C_albicans_SC5314,139622,210,
Ca21chrR_C_albicans_SC5314,139832,165,
Ca21chrR_C_albicans_SC5314,139997,423,
Ca21chrR_C_albicans_SC5314,140420,36,
Ca21chrR_C_albicans_SC5314,140456,39,
Ca21chrR_C_albicans_SC5314,140495,84,
Ca21chrR_C_albicans_SC5314,140579,9,
Ca21chrR_C_albicans_SC5314,140588,222,
Ca21chrR_C_albicans_SC5314,140810,11,
Ca21chrR_C_albicans_SC5314,140821,1017,
Ca21chrR_C_albicans_SC5314,141838,243,
Ca21chrR_C_albicans_SC5314,142081,225,
Ca21chrR_C_albicans_SC5314,142306,97,
Ca21chrR_C_albicans_SC5314,142403,662,
Ca21chrR_C_albicans_SC5314,143065,300,
Ca21chrR_C_albicans_SC5314,143365,315,
Ca21chrR_C_albicans_SC5314,143680,110,
Ca21chrR_C_albicans_SC5314,143790,89,
Ca21chrR_C_albicans_SC5314,143879,574,
Ca21chrR_C_albicans_SC5314,144453,21,
Ca21chrR_C_albicans_SC5314,144474,1054,
Ca21chrR_C_albicans_SC5314,145528,51,
Ca21chrR_C_albicans_SC5314,145579,84,
Ca21chrR_C_albicans_SC5314,145663,66,
Ca21chrR_C_albicans_SC5314,145729,51,
Ca21chrR_C_albicans_SC5314,145780,23,
Ca21chrR_C_albicans_SC5314,145803,13,
Ca21chrR_C_albicans_SC5314,145816,168,
Ca21chrR_C_albicans_SC5314,145984,213,
Ca21chrR_C_albicans_SC5314,146197,8,
Ca21chrR_C_albicans_SC5314,146205,369,
Ca21chrR_C_albicans_SC5314,146574,24,
Ca21chrR_C_albicans_SC5314,146598,16,
Ca21chrR_C_albicans_SC5314,146614,326,
Ca21chrR_C_albicans_SC5314,146940,139,
Ca21chrR_C_albicans_SC5314,147079,351,
Ca21chrR_C_albicans_SC5314,147430,21,
Ca21chrR_C_albicans_SC5314,147451,112,
Ca21chrR_C_albicans_SC5314,147563,6,
Ca21chrR_C_albicans_SC5314,147569,20,
Ca21chrR_C_albicans_SC5314,147589,153,
Ca21chrR_C_albicans_SC5314,147742,124,
Ca21chrR_C_albicans_SC5314,147866,709,
Ca21chrR_C_albicans_SC5314,148575,771,
Ca21chrR_C_albicans_SC5314,149346,178,
Ca21chrR_C_albicans_SC5314,149524,42,
Ca21chrR_C_albicans_SC5314,149566,196,
Ca21chrR_C_albicans_SC5314,149762,326,
Ca21chrR_C_albicans_SC5314,150088,33,
Ca21chrR_C_albicans_SC5314,150121,135,
Ca21chrR_C_albicans_SC5314,150256,228,
Ca21chrR_C_albicans_SC5314,150484,144,
Ca21chrR_C_albicans_SC5314,150628,156,
Ca21chrR_C_albicans_SC5314,150784,27,
Ca21chrR_C_albicans_SC5314,150811,18,
Ca21chrR_C_albicans_SC5314,150829,66,
Ca21chrR_C_albicans_SC5314,150895,249,
Ca21chrR_C_albicans_SC5314,151144,30,
Ca21chrR_C_albicans_SC5314,151174,350,
Ca21chrR_C_albicans_SC5314,151524,130,
Ca21chrR_C_albicans_SC5314,151654,880,
Ca21chrR_C_albicans_SC5314,152534,580,
Ca21chrR_C_albicans_SC5314,153114,53,
Ca21chrR_C_albicans_SC5314,153167,81,
Ca21chrR_C_albicans_SC5314,153248,752,
Ca21chrR_C_albicans_SC5314,154000,914,
Ca21chrR_C_albicans_SC5314,154914,74,
Ca21chrR_C_albicans_SC5314,154988,1256,
Ca21chrR_C_albicans_SC5314,156244,159,
Ca21chrR_C_albicans_SC5314,156403,686,
Ca21chrR_C_albicans_SC5314,157089,529,
Ca21chrR_C_albicans_SC5314,157618,654,
Ca21chrR_C_albicans_SC5314,158272,915,
Ca21chrR_C_albicans_SC5314,159187,123,
Ca21chrR_C_albicans_SC5314,159310,39,
Ca21chrR_C_albicans_SC5314,159349,30,
Ca21chrR_C_albicans_SC5314,159379,492,
Ca21chrR_C_albicans_SC5314,159871,474,
Ca21chrR_C_albicans_SC5314,160345,735,
Ca21chrR_C_albicans_SC5314,161080,234,
Ca21chrR_C_albicans_SC5314,161314,492,
Ca21chrR_C_albicans_SC5314,161806,420,
Ca21chrR_C_albicans_SC5314,162226,834,
Ca21chrR_C_albicans_SC5314,163060,63,
Ca21chrR_C_albicans_SC5314,163123,141,
Ca21chrR_C_albicans_SC5314,163264,198,
Ca21chrR_C_albicans_SC5314,163462,624,
Ca21chrR_C_albicans_SC5314,164086,73,
Ca21chrR_C_albicans_SC5314,164159,522,
Ca21chrR_C_albicans_SC5314,164681,672,
Ca21chrR_C_albicans_SC5314,165353,412,
Ca21chrR_C_albicans_SC5314,165765,252,
Ca21chrR_C_albicans_SC5314,166017,93,
Ca21chrR_C_albicans_SC5314,166110,265,
Ca21chrR_C_albicans_SC5314,166375,80,
Ca21chrR_C_albicans_SC5314,166455,1379,
Ca21chrR_C_albicans_SC5314,167834,2397,
Ca21chrR_C_albicans_SC5314,170231,247,
Ca21chrR_C_albicans_SC5314,170478,64,
Ca21chrR_C_albicans_SC5314,170542,976,
Ca21chrR_C_albicans_SC5314,171518,88,
Ca21chrR_C_albicans_SC5314,171606,31,
Ca21chrR_C_albicans_SC5314,171637,12,
Ca21chrR_C_albicans_SC5314,171649,1457,
Ca21chrR_C_albicans_SC5314,173106,69,
Ca21chrR_C_albicans_SC5314,173175,24,
Ca21chrR_C_albicans_SC5314,173199,144,
Ca21chrR_C_albicans_SC5314,173343,24,
Ca21chrR_C_albicans_SC5314,173367,18,
Ca21chrR_C_albicans_SC5314,173385,270,
Ca21chrR_C_albicans_SC5314,173655,597,
Ca21chrR_C_albicans_SC5314,174252,811,
Ca21chrR_C_albicans_SC5314,175063,499,
Ca21chrR_C_albicans_SC5314,175562,188,
Ca21chrR_C_albicans_SC5314,175750,368,
Ca21chrR_C_albicans_SC5314,176118,142,
Ca21chrR_C_albicans_SC5314,176260,773,
Ca21chrR_C_albicans_SC5314,177033,261,
Ca21chrR_C_albicans_SC5314,177294,931,
Ca21chrR_C_albicans_SC5314,178225,408,
Ca21chrR_C_albicans_SC5314,178633,374,
Ca21chrR_C_albicans_SC5314,179007,593,
Ca21chrR_C_albicans_SC5314,179600,554,
Ca21chrR_C_albicans_SC5314,180154,984,
Ca21chrR_C_albicans_SC5314,181138,631,
Ca21chrR_C_albicans_SC5314,181769,541,
Ca21chrR_C_albicans_SC5314,182310,423,
Ca21chrR_C_albicans_SC5314,182733,678,
Ca21chrR_C_albicans_SC5314,183411,3,
Ca21chrR_C_albicans_SC5314,183414,66,
Ca21chrR_C_albicans_SC5314,183480,339,
Ca21chrR_C_albicans_SC5314,183819,93,
Ca21chrR_C_albicans_SC5314,183912,1235,
Ca21chrR_C_albicans_SC5314,185147,355,
Ca21chrR_C_albicans_SC5314,185502,358,
Ca21chrR_C_albicans_SC5314,185860,1503,
Ca21chrR_C_albicans_SC5314,187363,430,
Ca21chrR_C_albicans_SC5314,187793,324,
Ca21chrR_C_albicans_SC5314,188117,207,
Ca21chrR_C_albicans_SC5314,188324,1978,
Ca21chrR_C_albicans_SC5314,190302,2142,
Ca21chrR_C_albicans_SC5314,192444,2211,
Ca21chrR_C_albicans_SC5314,194655,543,
Ca21chrR_C_albicans_SC5314,195198,105,
Ca21chrR_C_albicans_SC5314,195303,486,
Ca21chrR_C_albicans_SC5314,195789,75,
Ca21chrR_C_albicans_SC5314,195864,81,
Ca21chrR_C_albicans_SC5314,195945,1625,
Ca21chrR_C_albicans_SC5314,197570,99,
Ca21chrR_C_albicans_SC5314,197669,59,
Ca21chrR_C_albicans_SC5314,197728,1202,
Ca21chrR_C_albicans_SC5314,198930,736,
Ca21chrR_C_albicans_SC5314,199666,415,
Ca21chrR_C_albicans_SC5314,200081,1019,
Ca21chrR_C_albicans_SC5314,201100,105,
Ca21chrR_C_albicans_SC5314,201205,44,
Ca21chrR_C_albicans_SC5314,201249,441,
Ca21chrR_C_albicans_SC5314,201690,167,
Ca21chrR_C_albicans_SC5314,201857,1434,
Ca21chrR_C_albicans_SC5314,203291,47,
Ca21chrR_C_albicans_SC5314,203338,5,
Ca21chrR_C_albicans_SC5314,203343,134,
Ca21chrR_C_albicans_SC5314,203477,48,
Ca21chrR_C_albicans_SC5314,203525,129,
Ca21chrR_C_albicans_SC5314,203654,667,
Ca21chrR_C_albicans_SC5314,204321,1818,
Ca21chrR_C_albicans_SC5314,206139,4,
Ca21chrR_C_albicans_SC5314,206143,215,
Ca21chrR_C_albicans_SC5314,206358,102,
Ca21chrR_C_albicans_SC5314,206460,151,
Ca21chrR_C_albicans_SC5314,206611,233,
Ca21chrR_C_albicans_SC5314,206844,34,
Ca21chrR_C_albicans_SC5314,206878,95,
Ca21chrR_C_albicans_SC5314,206973,1598,
Ca21chrR_C_albicans_SC5314,208571,451,
Ca21chrR_C_albicans_SC5314,209022,232,
Ca21chrR_C_albicans_SC5314,209254,59,
Ca21chrR_C_albicans_SC5314,209313,79,
Ca21chrR_C_albicans_SC5314,209392,11,
Ca21chrR_C_albicans_SC5314,209403,135,
Ca21chrR_C_albicans_SC5314,209538,103,
Ca21chrR_C_albicans_SC5314,209641,164,
Ca21chrR_C_albicans_SC5314,209805,1828,
Ca21chrR_C_albicans_SC5314,211633,3399,
Ca21chrR_C_albicans_SC5314,215032,854,
Ca21chrR_C_albicans_SC5314,215886,186,
Ca21chrR_C_albicans_SC5314,216072,881,
Ca21chrR_C_albicans_SC5314,216953,416,
Ca21chrR_C_albicans_SC5314,217369,690,
Ca21chrR_C_albicans_SC5314,218059,264,
Ca21chrR_C_albicans_SC5314,218323,141,
Ca21chrR_C_albicans_SC5314,218464,339,
Ca21chrR_C_albicans_SC5314,218803,3,
Ca21chrR_C_albicans_SC5314,218806,75,
Ca21chrR_C_albicans_SC5314,218881,300,
Ca21chrR_C_albicans_SC5314,219181,388,
Ca21chrR_C_albicans_SC5314,219569,767,
Ca21chrR_C_albicans_SC5314,220336,619,
Ca21chrR_C_albicans_SC5314,220955,846,
Ca21chrR_C_albicans_SC5314,221801,519,
Ca21chrR_C_albicans_SC5314,222320,3,
Ca21chrR_C_albicans_SC5314,222323,336,
Ca21chrR_C_albicans_SC5314,222659,778,
Ca21chrR_C_albicans_SC5314,223437,2060,
Ca21chrR_C_albicans_SC5314,225497,2335,
Ca21chrR_C_albicans_SC5314,227832,454,
Ca21chrR_C_albicans_SC5314,228286,268,
Ca21chrR_C_albicans_SC5314,228554,1869,
Ca21chrR_C_albicans_SC5314,230423,25,
Ca21chrR_C_albicans_SC5314,230448,261,
Ca21chrR_C_albicans_SC5314,230709,645,
Ca21chrR_C_albicans_SC5314,231354,548,
Ca21chrR_C_albicans_SC5314,231902,14,
Ca21chrR_C_albicans_SC5314,231916,448,
Ca21chrR_C_albicans_SC5314,232364,93,
Ca21chrR_C_albicans_SC5314,232457,3,
Ca21chrR_C_albicans_SC5314,232460,104,
Ca21chrR_C_albicans_SC5314,232564,39,
Ca21chrR_C_albicans_SC5314,232603,148,
Ca21chrR_C_albicans_SC5314,232751,328,
Ca21chrR_C_albicans_SC5314,233079,1287,
Ca21chrR_C_albicans_SC5314,234366,585,
Ca21chrR_C_albicans_SC5314,234951,18,
Ca21chrR_C_albicans_SC5314,234969,363,
Ca21chrR_C_albicans_SC5314,235332,79,
Ca21chrR_C_albicans_SC5314,235411,11,
Ca21chrR_C_albicans_SC5314,235422,295,
Ca21chrR_C_albicans_SC5314,235717,1685,
Ca21chrR_C_albicans_SC5314,237402,199,
Ca21chrR_C_albicans_SC5314,237601,257,
Ca21chrR_C_albicans_SC5314,237858,1101,
Ca21chrR_C_albicans_SC5314,238959,285,
Ca21chrR_C_albicans_SC5314,239244,424,
Ca21chrR_C_albicans_SC5314,239668,381,
Ca21chrR_C_albicans_SC5314,240049,488,
Ca21chrR_C_albicans_SC5314,240537,18,
Ca21chrR_C_albicans_SC5314,240555,33,
Ca21chrR_C_albicans_SC5314,240588,651,
Ca21chrR_C_albicans_SC5314,241239,66,
Ca21chrR_C_albicans_SC5314,241305,402,
Ca21chrR_C_albicans_SC5314,241707,396,
Ca21chrR_C_albicans_SC5314,242103,708,
Ca21chrR_C_albicans_SC5314,242811,216,
Ca21chrR_C_albicans_SC5314,243027,70,
Ca21chrR_C_albicans_SC5314,243097,17,
Ca21chrR_C_albicans_SC5314,243114,452,
Ca21chrR_C_albicans_SC5314,243566,172,
Ca21chrR_C_albicans_SC5314,243738,498,
Ca21chrR_C_albicans_SC5314,244236,291,
Ca21chrR_C_albicans_SC5314,244527,132,
Ca21chrR_C_albicans_SC5314,244659,377,
Ca21chrR_C_albicans_SC5314,245036,158,
Ca21chrR_C_albicans_SC5314,245194,1,
Ca21chrR_C_albicans_SC5314,245195,213,
Ca21chrR_C_albicans_SC5314,245408,55,
Ca21chrR_C_albicans_SC5314,245463,222,
Ca21chrR_C_albicans_SC5314,245685,99,
Ca21chrR_C_albicans_SC5314,245784,246,
Ca21chrR_C_albicans_SC5314,246030,280,
Ca21chrR_C_albicans_SC5314,246310,263,
Ca21chrR_C_albicans_SC5314,246573,51,
Ca21chrR_C_albicans_SC5314,246624,281,
Ca21chrR_C_albicans_SC5314,246905,1153,
Ca21chrR_C_albicans_SC5314,248058,384,
Ca21chrR_C_albicans_SC5314,248442,48,
Ca21chrR_C_albicans_SC5314,248490,255,
Ca21chrR_C_albicans_SC5314,248745,104,
Ca21chrR_C_albicans_SC5314,248849,244,
Ca21chrR_C_albicans_SC5314,249093,29,
Ca21chrR_C_albicans_SC5314,249122,121,
Ca21chrR_C_albicans_SC5314,249243,2179,
Ca21chrR_C_albicans_SC5314,251422,436,
Ca21chrR_C_albicans_SC5314,251858,336,
Ca21chrR_C_albicans_SC5314,252194,476,
Ca21chrR_C_albicans_SC5314,252670,476,
Ca21chrR_C_albicans_SC5314,253146,70,
Ca21chrR_C_albicans_SC5314,253216,455,
Ca21chrR_C_albicans_SC5314,253671,1625,
Ca21chrR_C_albicans_SC5314,255296,662,
Ca21chrR_C_albicans_SC5314,255958,394,
Ca21chrR_C_albicans_SC5314,256352,663,
Ca21chrR_C_albicans_SC5314,257015,324,
Ca21chrR_C_albicans_SC5314,257339,400,
Ca21chrR_C_albicans_SC5314,257739,191,
Ca21chrR_C_albicans_SC5314,257930,144,
Ca21chrR_C_albicans_SC5314,258074,121,
Ca21chrR_C_albicans_SC5314,258195,791,
Ca21chrR_C_albicans_SC5314,258986,75,
Ca21chrR_C_albicans_SC5314,259061,5,
Ca21chrR_C_albicans_SC5314,259066,175,
Ca21chrR_C_albicans_SC5314,259241,63,
Ca21chrR_C_albicans_SC5314,259304,118,
Ca21chrR_C_albicans_SC5314,259422,1907,
Ca21chrR_C_albicans_SC5314,261329,340,
Ca21chrR_C_albicans_SC5314,261669,632,
Ca21chrR_C_albicans_SC5314,262301,658,
Ca21chrR_C_albicans_SC5314,262959,58,
Ca21chrR_C_albicans_SC5314,263017,73,
Ca21chrR_C_albicans_SC5314,263090,32,
Ca21chrR_C_albicans_SC5314,263122,138,
Ca21chrR_C_albicans_SC5314,263260,86,
Ca21chrR_C_albicans_SC5314,263346,120,
Ca21chrR_C_albicans_SC5314,263466,438,
Ca21chrR_C_albicans_SC5314,263904,349,
Ca21chrR_C_albicans_SC5314,264253,36,
Ca21chrR_C_albicans_SC5314,264289,19,
Ca21chrR_C_albicans_SC5314,264308,59,
Ca21chrR_C_albicans_SC5314,264367,56,
Ca21chrR_C_albicans_SC5314,264423,463,
Ca21chrR_C_albicans_SC5314,264886,139,
Ca21chrR_C_albicans_SC5314,265025,16,
Ca21chrR_C_albicans_SC5314,265041,94,
Ca21chrR_C_albicans_SC5314,265135,970,
Ca21chrR_C_albicans_SC5314,266105,249,
Ca21chrR_C_albicans_SC5314,266354,48,
Ca21chrR_C_albicans_SC5314,266402,1,
Ca21chrR_C_albicans_SC5314,266403,774,
Ca21chrR_C_albicans_SC5314,267177,94,
Ca21chrR_C_albicans_SC5314,267271,745,
Ca21chrR_C_albicans_SC5314,268016,2,
Ca21chrR_C_albicans_SC5314,268018,341,
Ca21chrR_C_albicans_SC5314,268359,221,
Ca21chrR_C_albicans_SC5314,268580,111,
Ca21chrR_C_albicans_SC5314,268691,106,
Ca21chrR_C_albicans_SC5314,268797,80,
Ca21chrR_C_albicans_SC5314,268877,424,
Ca21chrR_C_albicans_SC5314,269301,325,
Ca21chrR_C_albicans_SC5314,269626,384,
Ca21chrR_C_albicans_SC5314,270010,329,
Ca21chrR_C_albicans_SC5314,270339,211,
Ca21chrR_C_albicans_SC5314,270550,359,
Ca21chrR_C_albicans_SC5314,270909,978,
Ca21chrR_C_albicans_SC5314,271887,20,
Ca21chrR_C_albicans_SC5314,271907,256,
Ca21chrR_C_albicans_SC5314,272163,947,
Ca21chrR_C_albicans_SC5314,273110,389,
Ca21chrR_C_albicans_SC5314,273499,26,
Ca21chrR_C_albicans_SC5314,273525,666,
Ca21chrR_C_albicans_SC5314,274191,44,
Ca21chrR_C_albicans_SC5314,274235,97,
Ca21chrR_C_albicans_SC5314,274332,1046,
Ca21chrR_C_albicans_SC5314,275378,750,
Ca21chrR_C_albicans_SC5314,276128,1161,
Ca21chrR_C_albicans_SC5314,277289,116,
Ca21chrR_C_albicans_SC5314,277405,83,
Ca21chrR_C_albicans_SC5314,277488,98,
Ca21chrR_C_albicans_SC5314,277586,787,
Ca21chrR_C_albicans_SC5314,278373,158,
Ca21chrR_C_albicans_SC5314,278531,851,
Ca21chrR_C_albicans_SC5314,279382,1346,
Ca21chrR_C_albicans_SC5314,280728,60,
Ca21chrR_C_albicans_SC5314,280788,260,
Ca21chrR_C_albicans_SC5314,281048,78,
Ca21chrR_C_albicans_SC5314,281126,108,
Ca21chrR_C_albicans_SC5314,281234,487,
Ca21chrR_C_albicans_SC5314,281721,145,
Ca21chrR_C_albicans_SC5314,281866,752,
Ca21chrR_C_albicans_SC5314,282618,191,
Ca21chrR_C_albicans_SC5314,282809,594,
Ca21chrR_C_albicans_SC5314,283403,243,
Ca21chrR_C_albicans_SC5314,283646,1922,
Ca21chrR_C_albicans_SC5314,285568,699,
Ca21chrR_C_albicans_SC5314,286267,74,
Ca21chrR_C_albicans_SC5314,286341,23,
Ca21chrR_C_albicans_SC5314,286364,29,
Ca21chrR_C_albicans_SC5314,286393,249,
Ca21chrR_C_albicans_SC5314,286642,175,
Ca21chrR_C_albicans_SC5314,286817,541,
Ca21chrR_C_albicans_SC5314,287358,1309,
Ca21chrR_C_albicans_SC5314,288667,678,
Ca21chrR_C_albicans_SC5314,289345,253,
Ca21chrR_C_albicans_SC5314,289598,98,
Ca21chrR_C_albicans_SC5314,289696,1535,
Ca21chrR_C_albicans_SC5314,291231,1502,
Ca21chrR_C_albicans_SC5314,292733,1892,
Ca21chrR_C_albicans_SC5314,294625,1289,
Ca21chrR_C_albicans_SC5314,295914,858,
Ca21chrR_C_albicans_SC5314,296772,428,
Ca21chrR_C_albicans_SC5314,297200,134,
Ca21chrR_C_albicans_SC5314,297334,82,
Ca21chrR_C_albicans_SC5314,297416,1259,
Ca21chrR_C_albicans_SC5314,298675,382,
Ca21chrR_C_albicans_SC5314,299057,493,
Ca21chrR_C_albicans_SC5314,299550,2362,
Ca21chrR_C_albicans_SC5314,301912,695,
Ca21chrR_C_albicans_SC5314,302607,197,
Ca21chrR_C_albicans_SC5314,302804,1128,
Ca21chrR_C_albicans_SC5314,303932,397,
Ca21chrR_C_albicans_SC5314,304329,149,
Ca21chrR_C_albicans_SC5314,304478,1909,
Ca21chrR_C_albicans_SC5314,306387,523,
Ca21chrR_C_albicans_SC5314,306910,122,
Ca21chrR_C_albicans_SC5314,307032,21,
Ca21chrR_C_albicans_SC5314,307053,125,
Ca21chrR_C_albicans_SC5314,307178,235,
Ca21chrR_C_albicans_SC5314,307413,399,
Ca21chrR_C_albicans_SC5314,307812,552,
Ca21chrR_C_albicans_SC5314,308364,501,
Ca21chrR_C_albicans_SC5314,308865,222,
Ca21chrR_C_albicans_SC5314,309087,32,
Ca21chrR_C_albicans_SC5314,309119,882,
Ca21chrR_C_albicans_SC5314,310001,82,
Ca21chrR_C_albicans_SC5314,310083,487,
Ca21chrR_C_albicans_SC5314,310570,4280,
Ca21chrR_C_albicans_SC5314,314850,255,
Ca21chrR_C_albicans_SC5314,315105,938,
Ca21chrR_C_albicans_SC5314,316043,8424,
Ca21chrR_C_albicans_SC5314,324467,4,
Ca21chrR_C_albicans_SC5314,324471,438,
Ca21chrR_C_albicans_SC5314,324909,516,
Ca21chrR_C_albicans_SC5314,325425,227,
Ca21chrR_C_albicans_SC5314,325652,6219,
Ca21chrR_C_albicans_SC5314,331871,647,
Ca21chrR_C_albicans_SC5314,332518,171,
Ca21chrR_C_albicans_SC5314,332689,36,
Ca21chrR_C_albicans_SC5314,332725,1100,
Ca21chrR_C_albicans_SC5314,333825,719,
Ca21chrR_C_albicans_SC5314,334544,365,
Ca21chrR_C_albicans_SC5314,334909,2653,
Ca21chrR_C_albicans_SC5314,337562,1050,
Ca21chrR_C_albicans_SC5314,338612,761,
Ca21chrR_C_albicans_SC5314,339373,791,
Ca21chrR_C_albicans_SC5314,340164,2065,
Ca21chrR_C_albicans_SC5314,342229,2594,
Ca21chrR_C_albicans_SC5314,344823,23,
Ca21chrR_C_albicans_SC5314,344846,191,
Ca21chrR_C_albicans_SC5314,345037,3491,
Ca21chrR_C_albicans_SC5314,348528,37,
Ca21chrR_C_albicans_SC5314,348565,226,
Ca21chrR_C_albicans_SC5314,348791,35,
Ca21chrR_C_albicans_SC5314,348826,5721,
Ca21chrR_C_albicans_SC5314,354547,2061,
Ca21chrR_C_albicans_SC5314,356608,6,
Ca21chrR_C_albicans_SC5314,356614,414,
Ca21chrR_C_albicans_SC5314,357028,3,
Ca21chrR_C_albicans_SC5314,357031,540,
Ca21chrR_C_albicans_SC5314,357571,2466,
Ca21chrR_C_albicans_SC5314,360037,2453,
Ca21chrR_C_albicans_SC5314,362490,1942,
Ca21chrR_C_albicans_SC5314,364432,9749,
Ca21chrR_C_albicans_SC5314,374181,37,
Ca21chrR_C_albicans_SC5314,374218,404,
Ca21chrR_C_albicans_SC5314,374622,4598,
Ca21chrR_C_albicans_SC5314,379220,183,
Ca21chrR_C_albicans_SC5314,379403,2862,
Ca21chrR_C_albicans_SC5314,382265,7953,
Ca21chrR_C_albicans_SC5314,390218,5269,
Ca21chrR_C_albicans_SC5314,395487,166,
Ca21chrR_C_albicans_SC5314,395653,1592,
Ca21chrR_C_albicans_SC5314,397245,475,
Ca21chrR_C_albicans_SC5314,397720,183,
Ca21chrR_C_albicans_SC5314,397903,1,
Ca21chrR_C_albicans_SC5314,397904,771,
Ca21chrR_C_albicans_SC5314,398675,1987,
Ca21chrR_C_albicans_SC5314,400662,114,
Ca21chrR_C_albicans_SC5314,400776,4609,
Ca21chrR_C_albicans_SC5314,405385,93,
Ca21chrR_C_albicans_SC5314,405478,643,
Ca21chrR_C_albicans_SC5314,406121,282,
Ca21chrR_C_albicans_SC5314,406403,209,
Ca21chrR_C_albicans_SC5314,406612,7449,
Ca21chrR_C_albicans_SC5314,414061,1698,
Ca21chrR_C_albicans_SC5314,415759,1208,
