Sample Name, Recombined Chromosome, Recombination Start Site (bp),, Recombination Event Length (bp),
MAY158.GT,Ca21chr1_C_albicans_SC5314,2718469,Ca21chr1_C_albicans_SC5314:2718469,67448,
MAY158.GT,Ca21chr7_C_albicans_SC5314,635350,Ca21chr7_C_albicans_SC5314:635350,67465,
MAY158.GT,Ca21chr6_C_albicans_SC5314,906901,Ca21chr6_C_albicans_SC5314:906901,67807,
MAY154.GT,Ca21chr3_C_albicans_SC5314,991504,Ca21chr3_C_albicans_SC5314:991504,68645,
MAY155.GT,Ca21chr7_C_albicans_SC5314,272552,Ca21chr7_C_albicans_SC5314:272552,68720,
MAY154.GT,Ca21chr1_C_albicans_SC5314,711295,Ca21chr1_C_albicans_SC5314:711295,69281,
MAY155.GT,Ca21chr1_C_albicans_SC5314,711295,Ca21chr1_C_albicans_SC5314:711295,69281,
MAY158.GT,Ca21chr1_C_albicans_SC5314,711295,Ca21chr1_C_albicans_SC5314:711295,69281,
MAY157.GT,Ca21chr6_C_albicans_SC5314,317345,Ca21chr6_C_albicans_SC5314:317345,69468,
MAY155.GT,Ca21chr2_C_albicans_SC5314,1102398,Ca21chr2_C_albicans_SC5314:1102398,69836,
MAY156.GT,Ca21chr6_C_albicans_SC5314,925605,Ca21chr6_C_albicans_SC5314:925605,69991,
MAY157.GT,Ca21chr1_C_albicans_SC5314,441377,Ca21chr1_C_albicans_SC5314:441377,70420,
MAY157.GT,Ca21chr6_C_albicans_SC5314,896137,Ca21chr6_C_albicans_SC5314:896137,70584,
MAY157.GT,Ca21chr6_C_albicans_SC5314,657567,Ca21chr6_C_albicans_SC5314:657567,70614,
MAY154.GT,Ca21chrR_C_albicans_SC5314,1232118,Ca21chrR_C_albicans_SC5314:1232118,71076,
MAY155.GT,Ca21chrR_C_albicans_SC5314,1232118,Ca21chrR_C_albicans_SC5314:1232118,71076,
MAY158.GT,Ca21chr6_C_albicans_SC5314,317345,Ca21chr6_C_albicans_SC5314:317345,72615,
MAY157.GT,Ca21chr1_C_albicans_SC5314,1150841,Ca21chr1_C_albicans_SC5314:1150841,72834,
MAY154.GT,Ca21chr3_C_albicans_SC5314,498673,Ca21chr3_C_albicans_SC5314:498673,73352,
MAY156.GT,Ca21chr3_C_albicans_SC5314,498673,Ca21chr3_C_albicans_SC5314:498673,73352,
MAY157.GT,Ca21chr3_C_albicans_SC5314,662150,Ca21chr3_C_albicans_SC5314:662150,73499,
MAY156.GT,Ca21chr7_C_albicans_SC5314,277728,Ca21chr7_C_albicans_SC5314:277728,73896,
MAY157.GT,Ca21chr7_C_albicans_SC5314,277728,Ca21chr7_C_albicans_SC5314:277728,73896,
MAY158.GT,Ca21chr7_C_albicans_SC5314,277728,Ca21chr7_C_albicans_SC5314:277728,73896,
MAY157.GT,Ca21chr1_C_albicans_SC5314,237840,Ca21chr1_C_albicans_SC5314:237840,74010,
MAY158.GT,Ca21chr2_C_albicans_SC5314,1632663,Ca21chr2_C_albicans_SC5314:1632663,74631,
MAY156.GT,Ca21chrR_C_albicans_SC5314,1121493,Ca21chrR_C_albicans_SC5314:1121493,74633,
MAY158.GT,Ca21chrR_C_albicans_SC5314,1121493,Ca21chrR_C_albicans_SC5314:1121493,74633,
MAY157.GT,Ca21chr2_C_albicans_SC5314,983337,Ca21chr2_C_albicans_SC5314:983337,74672,
MAY154.GT,Ca21chr2_C_albicans_SC5314,1994173,Ca21chr2_C_albicans_SC5314:1994173,74723,
MAY154.GT,Ca21chr6_C_albicans_SC5314,914593,Ca21chr6_C_albicans_SC5314:914593,75499,
MAY156.GT,Ca21chrR_C_albicans_SC5314,230709,Ca21chrR_C_albicans_SC5314:230709,75721,
MAY154.GT,Ca21chr1_C_albicans_SC5314,2641698,Ca21chr1_C_albicans_SC5314:2641698,75858,
MAY155.GT,Ca21chr1_C_albicans_SC5314,2641698,Ca21chr1_C_albicans_SC5314:2641698,75858,
MAY158.GT,Ca21chr1_C_albicans_SC5314,2641698,Ca21chr1_C_albicans_SC5314:2641698,75858,
MAY156.GT,Ca21chr1_C_albicans_SC5314,2641698,Ca21chr1_C_albicans_SC5314:2641698,75872,
MAY157.GT,Ca21chr6_C_albicans_SC5314,790131,Ca21chr6_C_albicans_SC5314:790131,77842,
MAY154.GT,Ca21chr1_C_albicans_SC5314,124376,Ca21chr1_C_albicans_SC5314:124376,78992,
MAY155.GT,Ca21chr1_C_albicans_SC5314,124376,Ca21chr1_C_albicans_SC5314:124376,78992,
MAY156.GT,Ca21chr1_C_albicans_SC5314,124376,Ca21chr1_C_albicans_SC5314:124376,78992,
MAY158.GT,Ca21chr2_C_albicans_SC5314,428014,Ca21chr2_C_albicans_SC5314:428014,79742,
MAY156.GT,Ca21chr1_C_albicans_SC5314,231755,Ca21chr1_C_albicans_SC5314:231755,80619,
MAY154.GT,Ca21chr2_C_albicans_SC5314,1032474,Ca21chr2_C_albicans_SC5314:1032474,80782,
MAY156.GT,Ca21chr2_C_albicans_SC5314,1032474,Ca21chr2_C_albicans_SC5314:1032474,80782,
MAY154.GT,Ca21chr1_C_albicans_SC5314,795967,Ca21chr1_C_albicans_SC5314:795967,81157,
MAY155.GT,Ca21chr1_C_albicans_SC5314,795967,Ca21chr1_C_albicans_SC5314:795967,81157,
MAY156.GT,Ca21chr1_C_albicans_SC5314,795967,Ca21chr1_C_albicans_SC5314:795967,81157,
MAY158.GT,Ca21chr2_C_albicans_SC5314,178248,Ca21chr2_C_albicans_SC5314:178248,81661,
MAY156.GT,Ca21chr1_C_albicans_SC5314,2942304,Ca21chr1_C_albicans_SC5314:2942304,82072,
MAY154.GT,Ca21chr1_C_albicans_SC5314,231755,Ca21chr1_C_albicans_SC5314:231755,82342,
MAY157.GT,Ca21chr2_C_albicans_SC5314,1857422,Ca21chr2_C_albicans_SC5314:1857422,83075,
MAY158.GT,Ca21chr1_C_albicans_SC5314,231755,Ca21chr1_C_albicans_SC5314:231755,83238,
MAY156.GT,Ca21chr2_C_albicans_SC5314,179938,Ca21chr2_C_albicans_SC5314:179938,83351,
MAY158.GT,Ca21chr5_C_albicans_SC5314,83807,Ca21chr5_C_albicans_SC5314:83807,83807,
MAY154.GT,Ca21chr1_C_albicans_SC5314,2331555,Ca21chr1_C_albicans_SC5314:2331555,85517,
MAY158.GT,Ca21chr1_C_albicans_SC5314,2331555,Ca21chr1_C_albicans_SC5314:2331555,85517,
MAY154.GT,Ca21chr3_C_albicans_SC5314,1498166,Ca21chr3_C_albicans_SC5314:1498166,85895,
MAY155.GT,Ca21chr7_C_albicans_SC5314,635350,Ca21chr7_C_albicans_SC5314:635350,85985,
MAY156.GT,Ca21chr7_C_albicans_SC5314,635350,Ca21chr7_C_albicans_SC5314:635350,85985,
MAY155.GT,Ca21chr1_C_albicans_SC5314,231755,Ca21chr1_C_albicans_SC5314:231755,86602,
MAY154.GT,Ca21chr3_C_albicans_SC5314,294110,Ca21chr3_C_albicans_SC5314:294110,86668,
MAY155.GT,Ca21chr3_C_albicans_SC5314,294110,Ca21chr3_C_albicans_SC5314:294110,86668,
MAY156.GT,Ca21chr3_C_albicans_SC5314,294110,Ca21chr3_C_albicans_SC5314:294110,86668,
MAY157.GT,Ca21chrR_C_albicans_SC5314,733405,Ca21chrR_C_albicans_SC5314:733405,86801,
MAY158.GT,Ca21chr2_C_albicans_SC5314,1078160,Ca21chr2_C_albicans_SC5314:1078160,86934,
MAY155.GT,Ca21chr2_C_albicans_SC5314,1857422,Ca21chr2_C_albicans_SC5314:1857422,86980,
MAY156.GT,Ca21chr2_C_albicans_SC5314,1857422,Ca21chr2_C_albicans_SC5314:1857422,86980,
MAY155.GT,Ca21chr5_C_albicans_SC5314,258325,Ca21chr5_C_albicans_SC5314:258325,87769,
MAY156.GT,Ca21chr5_C_albicans_SC5314,258325,Ca21chr5_C_albicans_SC5314:258325,87769,
MAY158.GT,Ca21chr4_C_albicans_SC5314,669728,Ca21chr4_C_albicans_SC5314:669728,89145,
MAY155.GT,Ca21chr7_C_albicans_SC5314,412834,Ca21chr7_C_albicans_SC5314:412834,89826,
MAY156.GT,Ca21chr7_C_albicans_SC5314,412834,Ca21chr7_C_albicans_SC5314:412834,89826,
MAY154.GT,Ca21chr3_C_albicans_SC5314,891723,Ca21chr3_C_albicans_SC5314:891723,90164,
MAY155.GT,Ca21chr3_C_albicans_SC5314,891723,Ca21chr3_C_albicans_SC5314:891723,90164,
MAY156.GT,Ca21chr3_C_albicans_SC5314,891723,Ca21chr3_C_albicans_SC5314:891723,90164,
MAY157.GT,Ca21chrR_C_albicans_SC5314,266105,Ca21chrR_C_albicans_SC5314:266105,90355,
MAY157.GT,Ca21chr3_C_albicans_SC5314,1506628,Ca21chr3_C_albicans_SC5314:1506628,91182,
MAY157.GT,Ca21chr1_C_albicans_SC5314,1506910,Ca21chr1_C_albicans_SC5314:1506910,91203,
MAY158.GT,Ca21chr1_C_albicans_SC5314,1506910,Ca21chr1_C_albicans_SC5314:1506910,91203,
MAY154.GT,Ca21chr3_C_albicans_SC5314,1060604,Ca21chr3_C_albicans_SC5314:1060604,91313,
MAY158.GT,Ca21chr4_C_albicans_SC5314,1163495,Ca21chr4_C_albicans_SC5314:1163495,91629,
MAY154.GT,Ca21chr4_C_albicans_SC5314,937171,Ca21chr4_C_albicans_SC5314:937171,93175,
MAY155.GT,Ca21chr4_C_albicans_SC5314,937171,Ca21chr4_C_albicans_SC5314:937171,93175,
MAY157.GT,Ca21chr1_C_albicans_SC5314,1357503,Ca21chr1_C_albicans_SC5314:1357503,93739,
MAY157.GT,Ca21chrR_C_albicans_SC5314,1285061,Ca21chrR_C_albicans_SC5314:1285061,93952,
MAY156.GT,Ca21chrR_C_albicans_SC5314,1232118,Ca21chrR_C_albicans_SC5314:1232118,94103,
MAY154.GT,Ca21chr2_C_albicans_SC5314,94213,Ca21chr2_C_albicans_SC5314:94213,94213,
MAY155.GT,Ca21chr2_C_albicans_SC5314,94213,Ca21chr2_C_albicans_SC5314:94213,94213,
MAY156.GT,Ca21chr2_C_albicans_SC5314,94213,Ca21chr2_C_albicans_SC5314:94213,94213,
MAY158.GT,Ca21chr2_C_albicans_SC5314,94213,Ca21chr2_C_albicans_SC5314:94213,94213,
MAY158.GT,Ca21chrR_C_albicans_SC5314,1232118,Ca21chrR_C_albicans_SC5314:1232118,94315,
MAY157.GT,Ca21chr5_C_albicans_SC5314,1094645,Ca21chr5_C_albicans_SC5314:1094645,95355,
MAY158.GT,Ca21chr5_C_albicans_SC5314,1094645,Ca21chr5_C_albicans_SC5314:1094645,95355,
MAY158.GT,Ca21chr1_C_albicans_SC5314,810643,Ca21chr1_C_albicans_SC5314:810643,95833,
MAY154.GT,Ca21chr1_C_albicans_SC5314,334622,Ca21chr1_C_albicans_SC5314:334622,96216,
MAY155.GT,Ca21chr1_C_albicans_SC5314,334622,Ca21chr1_C_albicans_SC5314:334622,96216,
MAY156.GT,Ca21chr1_C_albicans_SC5314,334622,Ca21chr1_C_albicans_SC5314:334622,96216,
MAY155.GT,Ca21chr4_C_albicans_SC5314,843166,Ca21chr4_C_albicans_SC5314:843166,97168,
MAY156.GT,Ca21chr4_C_albicans_SC5314,843166,Ca21chr4_C_albicans_SC5314:843166,97168,
MAY154.GT,Ca21chrR_C_albicans_SC5314,1899260,Ca21chrR_C_albicans_SC5314:1899260,97181,
MAY154.GT,Ca21chr1_C_albicans_SC5314,2518706,Ca21chr1_C_albicans_SC5314:2518706,97726,
MAY155.GT,Ca21chr1_C_albicans_SC5314,2518706,Ca21chr1_C_albicans_SC5314:2518706,97726,
MAY156.GT,Ca21chr1_C_albicans_SC5314,2518706,Ca21chr1_C_albicans_SC5314:2518706,97747,
MAY157.GT,Ca21chr1_C_albicans_SC5314,2518706,Ca21chr1_C_albicans_SC5314:2518706,97747,
MAY157.GT,Ca21chr4_C_albicans_SC5314,993050,Ca21chr4_C_albicans_SC5314:993050,98240,
MAY156.GT,Ca21chr2_C_albicans_SC5314,1768494,Ca21chr2_C_albicans_SC5314:1768494,98470,
MAY154.GT,Ca21chr7_C_albicans_SC5314,119931,Ca21chr7_C_albicans_SC5314:119931,99294,
MAY155.GT,Ca21chr7_C_albicans_SC5314,119931,Ca21chr7_C_albicans_SC5314:119931,99294,
MAY157.GT,Ca21chr7_C_albicans_SC5314,119931,Ca21chr7_C_albicans_SC5314:119931,99294,
MAY158.GT,Ca21chr2_C_albicans_SC5314,2130672,Ca21chr2_C_albicans_SC5314:2130672,99328,
MAY155.GT,Ca21chr1_C_albicans_SC5314,2819753,Ca21chr1_C_albicans_SC5314:2819753,99420,
MAY154.GT,Ca21chr1_C_albicans_SC5314,2417118,Ca21chr1_C_albicans_SC5314:2417118,99668,
MAY155.GT,Ca21chr1_C_albicans_SC5314,2417118,Ca21chr1_C_albicans_SC5314:2417118,99668,
MAY156.GT,Ca21chr1_C_albicans_SC5314,2417118,Ca21chr1_C_albicans_SC5314:2417118,99668,
MAY155.GT,Ca21chrR_C_albicans_SC5314,2069208,Ca21chrR_C_albicans_SC5314:2069208,100366,
MAY157.GT,Ca21chr4_C_albicans_SC5314,1498120,Ca21chr4_C_albicans_SC5314:1498120,101880,
MAY158.GT,Ca21chr5_C_albicans_SC5314,785480,Ca21chr5_C_albicans_SC5314:785480,102694,
MAY155.GT,Ca21chr3_C_albicans_SC5314,1507381,Ca21chr3_C_albicans_SC5314:1507381,103239,
MAY158.GT,Ca21chr2_C_albicans_SC5314,1807539,Ca21chr2_C_albicans_SC5314:1807539,105349,
MAY157.GT,Ca21chr3_C_albicans_SC5314,1018003,Ca21chr3_C_albicans_SC5314:1018003,105574,
MAY156.GT,Ca21chrR_C_albicans_SC5314,2063803,Ca21chrR_C_albicans_SC5314:2063803,105771,
MAY158.GT,Ca21chrR_C_albicans_SC5314,2063803,Ca21chrR_C_albicans_SC5314:2063803,105771,
MAY154.GT,Ca21chrR_C_albicans_SC5314,1792294,Ca21chrR_C_albicans_SC5314:1792294,106842,
MAY156.GT,Ca21chrR_C_albicans_SC5314,1792294,Ca21chrR_C_albicans_SC5314:1792294,106842,
MAY158.GT,Ca21chrR_C_albicans_SC5314,1792294,Ca21chrR_C_albicans_SC5314:1792294,106842,
MAY157.GT,Ca21chr3_C_albicans_SC5314,477099,Ca21chr3_C_albicans_SC5314:477099,107401,
MAY157.GT,Ca21chrR_C_albicans_SC5314,842136,Ca21chrR_C_albicans_SC5314:842136,108190,
MAY156.GT,Ca21chrR_C_albicans_SC5314,128935,Ca21chrR_C_albicans_SC5314:128935,109486,
MAY157.GT,Ca21chrR_C_albicans_SC5314,128935,Ca21chrR_C_albicans_SC5314:128935,109486,
MAY154.GT,Ca21chr2_C_albicans_SC5314,1768494,Ca21chr2_C_albicans_SC5314:1768494,110063,
MAY154.GT,Ca21chrR_C_albicans_SC5314,266105,Ca21chrR_C_albicans_SC5314:266105,111117,
MAY156.GT,Ca21chrR_C_albicans_SC5314,1899260,Ca21chrR_C_albicans_SC5314:1899260,111525,
MAY157.GT,Ca21chrR_C_albicans_SC5314,1899260,Ca21chrR_C_albicans_SC5314:1899260,111525,
MAY158.GT,Ca21chrR_C_albicans_SC5314,1899260,Ca21chrR_C_albicans_SC5314:1899260,111541,
MAY155.GT,Ca21chr1_C_albicans_SC5314,1506910,Ca21chr1_C_albicans_SC5314:1506910,111814,
MAY156.GT,Ca21chr1_C_albicans_SC5314,1506910,Ca21chr1_C_albicans_SC5314:1506910,111814,
MAY157.GT,Ca21chr7_C_albicans_SC5314,412834,Ca21chr7_C_albicans_SC5314:412834,112257,
MAY154.GT,Ca21chr2_C_albicans_SC5314,2082904,Ca21chr2_C_albicans_SC5314:2082904,112713,
MAY155.GT,Ca21chrR_C_albicans_SC5314,847236,Ca21chrR_C_albicans_SC5314:847236,113290,
MAY158.GT,Ca21chr1_C_albicans_SC5314,989400,Ca21chr1_C_albicans_SC5314:989400,113606,
MAY154.GT,Ca21chr7_C_albicans_SC5314,429084,Ca21chr7_C_albicans_SC5314:429084,114642,
MAY158.GT,Ca21chr1_C_albicans_SC5314,353760,Ca21chr1_C_albicans_SC5314:353760,115354,
MAY157.GT,Ca21chr4_C_albicans_SC5314,288347,Ca21chr4_C_albicans_SC5314:288347,115866,
MAY156.GT,Ca21chr1_C_albicans_SC5314,2819753,Ca21chr1_C_albicans_SC5314:2819753,116341,
MAY158.GT,Ca21chr2_C_albicans_SC5314,2012357,Ca21chr2_C_albicans_SC5314:2012357,117979,
MAY156.GT,Ca21chr1_C_albicans_SC5314,497574,Ca21chr1_C_albicans_SC5314:497574,119160,
MAY157.GT,Ca21chr1_C_albicans_SC5314,2358778,Ca21chr1_C_albicans_SC5314:2358778,119207,
MAY154.GT,Ca21chr1_C_albicans_SC5314,2819753,Ca21chr1_C_albicans_SC5314:2819753,119448,
MAY157.GT,Ca21chr1_C_albicans_SC5314,124376,Ca21chr1_C_albicans_SC5314:124376,119575,
MAY154.GT,Ca21chr7_C_albicans_SC5314,412834,Ca21chr7_C_albicans_SC5314:412834,119598,
MAY154.GT,Ca21chrR_C_albicans_SC5314,2170012,Ca21chrR_C_albicans_SC5314:2170012,119988,
MAY155.GT,Ca21chrR_C_albicans_SC5314,2170012,Ca21chrR_C_albicans_SC5314:2170012,119988,
MAY156.GT,Ca21chrR_C_albicans_SC5314,2170012,Ca21chrR_C_albicans_SC5314:2170012,119988,
MAY158.GT,Ca21chrR_C_albicans_SC5314,2170012,Ca21chrR_C_albicans_SC5314:2170012,119988,
MAY157.GT,Ca21chr5_C_albicans_SC5314,120620,Ca21chr5_C_albicans_SC5314:120620,120620,
MAY158.GT,Ca21chr5_C_albicans_SC5314,971750,Ca21chr5_C_albicans_SC5314:971750,121120,
MAY158.GT,Ca21chr4_C_albicans_SC5314,121391,Ca21chr4_C_albicans_SC5314:121391,121391,
MAY154.GT,Ca21chr1_C_albicans_SC5314,482684,Ca21chr1_C_albicans_SC5314:482684,122146,
MAY156.GT,Ca21chr1_C_albicans_SC5314,2292988,Ca21chr1_C_albicans_SC5314:2292988,124084,
MAY158.GT,Ca21chr4_C_albicans_SC5314,1038238,Ca21chr4_C_albicans_SC5314:1038238,124524,
MAY158.GT,Ca21chr7_C_albicans_SC5314,412834,Ca21chr7_C_albicans_SC5314:412834,124585,
MAY155.GT,Ca21chr1_C_albicans_SC5314,2292083,Ca21chr1_C_albicans_SC5314:2292083,124989,
MAY158.GT,Ca21chr2_C_albicans_SC5314,1556520,Ca21chr2_C_albicans_SC5314:1556520,125358,
MAY157.GT,Ca21chr3_C_albicans_SC5314,891723,Ca21chr3_C_albicans_SC5314:891723,126058,
MAY158.GT,Ca21chr1_C_albicans_SC5314,2819753,Ca21chr1_C_albicans_SC5314:2819753,126784,
MAY157.GT,Ca21chr3_C_albicans_SC5314,1673199,Ca21chr3_C_albicans_SC5314:1673199,126801,
MAY154.GT,Ca21chrR_C_albicans_SC5314,2041820,Ca21chrR_C_albicans_SC5314:2041820,127754,
MAY154.GT,Ca21chr2_C_albicans_SC5314,446558,Ca21chr2_C_albicans_SC5314:446558,128366,
MAY156.GT,Ca21chr2_C_albicans_SC5314,446558,Ca21chr2_C_albicans_SC5314:446558,128366,
MAY155.GT,Ca21chr2_C_albicans_SC5314,1231484,Ca21chr2_C_albicans_SC5314:1231484,128779,
MAY154.GT,Ca21chrR_C_albicans_SC5314,128935,Ca21chrR_C_albicans_SC5314:128935,128935,
MAY158.GT,Ca21chrR_C_albicans_SC5314,128976,Ca21chrR_C_albicans_SC5314:128976,128976,
MAY157.GT,Ca21chr1_C_albicans_SC5314,571107,Ca21chr1_C_albicans_SC5314:571107,129481,
MAY157.GT,Ca21chr1_C_albicans_SC5314,2789448,Ca21chr1_C_albicans_SC5314:2789448,129725,
MAY155.GT,Ca21chrR_C_albicans_SC5314,149566,Ca21chrR_C_albicans_SC5314:149566,130129,
MAY157.GT,Ca21chr1_C_albicans_SC5314,370597,Ca21chr1_C_albicans_SC5314:370597,132227,
MAY154.GT,Ca21chr1_C_albicans_SC5314,3057584,Ca21chr1_C_albicans_SC5314:3057584,132416,
MAY155.GT,Ca21chr1_C_albicans_SC5314,3057584,Ca21chr1_C_albicans_SC5314:3057584,132416,
MAY156.GT,Ca21chr1_C_albicans_SC5314,3057584,Ca21chr1_C_albicans_SC5314:3057584,132416,
MAY158.GT,Ca21chr1_C_albicans_SC5314,3057584,Ca21chr1_C_albicans_SC5314:3057584,132416,
MAY155.GT,Ca21chr1_C_albicans_SC5314,930861,Ca21chr1_C_albicans_SC5314:930861,133600,
MAY157.GT,Ca21chrR_C_albicans_SC5314,1021137,Ca21chrR_C_albicans_SC5314:1021137,134026,
MAY157.GT,Ca21chr1_C_albicans_SC5314,3044081,Ca21chr1_C_albicans_SC5314:3044081,135543,
MAY154.GT,Ca21chr3_C_albicans_SC5314,1643393,Ca21chr3_C_albicans_SC5314:1643393,135871,
MAY156.GT,Ca21chr2_C_albicans_SC5314,315958,Ca21chr2_C_albicans_SC5314:315958,136002,
MAY158.GT,Ca21chr2_C_albicans_SC5314,315958,Ca21chr2_C_albicans_SC5314:315958,136020,
MAY156.GT,Ca21chr3_C_albicans_SC5314,1643230,Ca21chr3_C_albicans_SC5314:1643230,136034,
MAY157.GT,Ca21chr6_C_albicans_SC5314,136688,Ca21chr6_C_albicans_SC5314:136688,136688,
MAY155.GT,Ca21chr1_C_albicans_SC5314,497754,Ca21chr1_C_albicans_SC5314:497754,137216,
MAY158.GT,Ca21chr4_C_albicans_SC5314,309742,Ca21chr4_C_albicans_SC5314:309742,137261,
MAY154.GT,Ca21chr4_C_albicans_SC5314,1461869,Ca21chr4_C_albicans_SC5314:1461869,138131,
MAY155.GT,Ca21chr4_C_albicans_SC5314,1461869,Ca21chr4_C_albicans_SC5314:1461869,138131,
MAY154.GT,Ca21chr6_C_albicans_SC5314,725310,Ca21chr6_C_albicans_SC5314:725310,138438,
MAY155.GT,Ca21chr3_C_albicans_SC5314,498673,Ca21chr3_C_albicans_SC5314:498673,138577,
MAY158.GT,Ca21chr1_C_albicans_SC5314,143563,Ca21chr1_C_albicans_SC5314:143563,138762,
MAY155.GT,Ca21chr3_C_albicans_SC5314,982100,Ca21chr3_C_albicans_SC5314:982100,139077,
MAY156.GT,Ca21chr3_C_albicans_SC5314,982100,Ca21chr3_C_albicans_SC5314:982100,139077,
MAY158.GT,Ca21chr6_C_albicans_SC5314,685102,Ca21chr6_C_albicans_SC5314:685102,139858,
MAY155.GT,Ca21chr6_C_albicans_SC5314,348009,Ca21chr6_C_albicans_SC5314:348009,140047,
MAY158.GT,Ca21chr4_C_albicans_SC5314,1255726,Ca21chr4_C_albicans_SC5314:1255726,140353,
MAY157.GT,Ca21chr5_C_albicans_SC5314,580887,Ca21chr5_C_albicans_SC5314:580887,140831,
MAY154.GT,Ca21chr1_C_albicans_SC5314,639243,Ca21chr1_C_albicans_SC5314:639243,141471,
MAY155.GT,Ca21chr1_C_albicans_SC5314,639243,Ca21chr1_C_albicans_SC5314:639243,141471,
MAY158.GT,Ca21chr1_C_albicans_SC5314,639243,Ca21chr1_C_albicans_SC5314:639243,141471,
MAY158.GT,Ca21chr3_C_albicans_SC5314,349276,Ca21chr3_C_albicans_SC5314:349276,141834,
MAY154.GT,Ca21chr3_C_albicans_SC5314,731426,Ca21chr3_C_albicans_SC5314:731426,142529,
MAY155.GT,Ca21chr3_C_albicans_SC5314,731426,Ca21chr3_C_albicans_SC5314:731426,142529,
MAY156.GT,Ca21chr3_C_albicans_SC5314,731426,Ca21chr3_C_albicans_SC5314:731426,142529,
MAY157.GT,Ca21chr1_C_albicans_SC5314,996575,Ca21chr1_C_albicans_SC5314:996575,142705,
MAY156.GT,Ca21chr3_C_albicans_SC5314,1499895,Ca21chr3_C_albicans_SC5314:1499895,142961,
MAY158.GT,Ca21chr1_C_albicans_SC5314,497754,Ca21chr1_C_albicans_SC5314:497754,143395,
MAY157.GT,Ca21chr1_C_albicans_SC5314,2641698,Ca21chr1_C_albicans_SC5314:2641698,143822,
MAY158.GT,Ca21chr3_C_albicans_SC5314,159512,Ca21chr3_C_albicans_SC5314:159512,146270,
MAY155.GT,Ca21chr2_C_albicans_SC5314,2082904,Ca21chr2_C_albicans_SC5314:2082904,147096,
MAY157.GT,Ca21chr7_C_albicans_SC5314,573731,Ca21chr7_C_albicans_SC5314:573731,147604,
MAY155.GT,Ca21chr2_C_albicans_SC5314,465842,Ca21chr2_C_albicans_SC5314:465842,147650,
MAY154.GT,Ca21chrR_C_albicans_SC5314,1696601,Ca21chrR_C_albicans_SC5314:1696601,149792,
MAY156.GT,Ca21chr2_C_albicans_SC5314,2077087,Ca21chr2_C_albicans_SC5314:2077087,152913,
MAY155.GT,Ca21chrR_C_albicans_SC5314,1842064,Ca21chrR_C_albicans_SC5314:1842064,154377,
MAY154.GT,Ca21chr3_C_albicans_SC5314,159512,Ca21chr3_C_albicans_SC5314:159512,155998,
MAY155.GT,Ca21chr3_C_albicans_SC5314,159512,Ca21chr3_C_albicans_SC5314:159512,155998,
MAY156.GT,Ca21chr3_C_albicans_SC5314,159512,Ca21chr3_C_albicans_SC5314:159512,155998,
MAY157.GT,Ca21chr4_C_albicans_SC5314,156433,Ca21chr4_C_albicans_SC5314:156433,156433,
MAY157.GT,Ca21chr3_C_albicans_SC5314,159512,Ca21chr3_C_albicans_SC5314:159512,159512,
MAY155.GT,Ca21chr6_C_albicans_SC5314,160360,Ca21chr6_C_albicans_SC5314:160360,160360,
MAY155.GT,Ca21chr6_C_albicans_SC5314,513021,Ca21chr6_C_albicans_SC5314:513021,163097,
MAY158.GT,Ca21chr5_C_albicans_SC5314,387241,Ca21chr5_C_albicans_SC5314:387241,163708,
MAY158.GT,Ca21chr6_C_albicans_SC5314,166737,Ca21chr6_C_albicans_SC5314:166737,166737,
MAY155.GT,Ca21chr3_C_albicans_SC5314,1610912,Ca21chr3_C_albicans_SC5314:1610912,168352,
MAY157.GT,Ca21chr6_C_albicans_SC5314,487551,Ca21chr6_C_albicans_SC5314:487551,168508,
MAY154.GT,Ca21chr1_C_albicans_SC5314,1563640,Ca21chr1_C_albicans_SC5314:1563640,168544,
MAY155.GT,Ca21chr5_C_albicans_SC5314,170355,Ca21chr5_C_albicans_SC5314:170355,170355,
MAY156.GT,Ca21chr5_C_albicans_SC5314,170355,Ca21chr5_C_albicans_SC5314:170355,170355,
MAY155.GT,Ca21chrR_C_albicans_SC5314,1021063,Ca21chrR_C_albicans_SC5314:1021063,173797,
MAY158.GT,Ca21chr3_C_albicans_SC5314,524248,Ca21chr3_C_albicans_SC5314:524248,173973,
MAY158.GT,Ca21chr1_C_albicans_SC5314,2060495,Ca21chr1_C_albicans_SC5314:2060495,174925,
MAY155.GT,Ca21chr4_C_albicans_SC5314,745561,Ca21chr4_C_albicans_SC5314:745561,177748,
MAY156.GT,Ca21chr4_C_albicans_SC5314,745995,Ca21chr4_C_albicans_SC5314:745995,178182,
MAY157.GT,Ca21chr2_C_albicans_SC5314,178248,Ca21chr2_C_albicans_SC5314:178248,178248,
MAY154.GT,Ca21chr6_C_albicans_SC5314,178892,Ca21chr6_C_albicans_SC5314:178892,178892,
MAY156.GT,Ca21chr6_C_albicans_SC5314,178892,Ca21chr6_C_albicans_SC5314:178892,178892,
MAY157.GT,Ca21chr1_C_albicans_SC5314,1726646,Ca21chr1_C_albicans_SC5314:1726646,182072,
MAY157.GT,Ca21chrR_C_albicans_SC5314,1657276,Ca21chrR_C_albicans_SC5314:1657276,183428,
MAY156.GT,Ca21chrR_C_albicans_SC5314,1696601,Ca21chrR_C_albicans_SC5314:1696601,184023,
MAY158.GT,Ca21chr4_C_albicans_SC5314,500615,Ca21chr4_C_albicans_SC5314:500615,185096,
